,Title,select ''Title'' aa union 
1624,"As a user, I want to upload tagged videos and have tags available for all further processing steps.","select 1624 id,  'As a user, I want to upload tagged videos and have tags available for all further processing steps.' aa union "
1625,"As a user, I want to view thumbnail sequences of video segments.","select 1625 id,  'As a user, I want to view thumbnail sequences of video segments.' aa union "
1626,"As a user, I want to get info about similar video items and segments.","select 1626 id,  'As a user, I want to get info about similar video items and segments.' aa union "
1627,"As a user, I want to get info about perceptually similar video items and segments.","select 1627 id,  'As a user, I want to get info about perceptually similar video items and segments.' aa union "
1628,"As a user, I want to receive content recommendations from similar profiles.","select 1628 id,  'As a user, I want to receive content recommendations from similar profiles.' aa union "
1629,"As a user, I want to receive content recommendations based on most relevant news events in my area.","select 1629 id,  'As a user, I want to receive content recommendations based on most relevant news events in my area.' aa union "
1630,"As a user, I want to identify persons in videos, and receive related information about them.","select 1630 id,  'As a user, I want to identify persons in videos, and receive related information about them.' aa union "
1631,"As a user, I want to identify products in videos, and receive related information about them.","select 1631 id,  'As a user, I want to identify products in videos, and receive related information about them.' aa union "
1632,"As a user, I want to identify broadcaster logos in videos, and receive related information about them.","select 1632 id,  'As a user, I want to identify broadcaster logos in videos, and receive related information about them.' aa union "
1633,"As a user, I want to identify brands in videos, and receive related information about them.","select 1633 id,  'As a user, I want to identify brands in videos, and receive related information about them.' aa union "
1634,"As a user, I want to take a picture or upload an image, so that I am recommended with videos related to that picture or image.","select 1634 id,  'As a user, I want to take a picture or upload an image, so that I am recommended with videos related to that picture or image.' aa union "
1635,"As a user, I want to walk around, access content using a geographical map and be informed if there are videos covering the area, monuments or any other relevant point of interest.","select 1635 id,  'As a user, I want to walk around, access content using a geographical map and be informed if there are videos covering the area, monuments or any other relevant point of interest.' aa union "
1636,"As a user, I want to search content items using automatic speech recognition.","select 1636 id,  'As a user, I want to search content items using automatic speech recognition.' aa union "
1637,"As an admin, I want to see, validate and edit segmentation of videos.","select 1637 id,  'As an admin, I want to see, validate and edit segmentation of videos.' aa union "
1638,"As an admin, I want to annotate news video segments and extract a topic for each segment.","select 1638 id,  'As an admin, I want to annotate news video segments and extract a topic for each segment.' aa union "
1639,"As an admin, I want to filter and rank videos based on A/V qualityAspects.","select 1639 id,  'As an admin, I want to filter and rank videos based on A/V qualityAspects.' aa union "
1640,"As an admin, I want to get a quickAssessment of whether audio material has been edited before the upload.","select 1640 id,  'As an admin, I want to get a quickAssessment of whether audio material has been edited before the upload.' aa union "
1641,"As an admin, I want to prefilter nudity content.","select 1641 id,  'As an admin, I want to prefilter nudity content.' aa union "
1642,"As an admin, I want to prefilter content using search based on low­levelAsset information.","select 1642 id,  'As an admin, I want to prefilter content using search based on low­levelAsset information.' aa union "
1643,"As an admin, I want to automatically validated the ingested contents for copyright infringement.","select 1643 id,  'As an admin, I want to automatically validated the ingested contents for copyright infringement.' aa union "
1644,"As an admin, I want to prefilter the content using search on high­levelAsset information suchAs metadata and tags either recognized by the system of provided by the user.","select 1644 id,  'As an admin, I want to prefilter the content using search on high­levelAsset information suchAs metadata and tags either recognized by the system of provided by the user.' aa union "
1645,"As a Zooniverse admin, I want toAssess how interesting or appealing or complex a picture is based on automated analysis, citizen annotations, and comments on Talk.","select 1645 id,  'As a Zooniverse admin, I want toAssess how interesting or appealing or complex a picture is based on automated analysis, citizen annotations, and comments on Talk.' aa union "
1646,"As a Zooniverse admin, I want to detect when a scientist should be prompted to look at a subject, based on annotations and information from Talk comments.","select 1646 id,  'As a Zooniverse admin, I want to detect when a scientist should be prompted to look at a subject, based on annotations and information from Talk comments.' aa union "
1647,"As a Zooniverse admin, I want to identify volunteer types.","select 1647 id,  'As a Zooniverse admin, I want to identify volunteer types.' aa union "
1648,"As a Zooniverse admin, I want to preclassify the Galaxy Zoo images using simple low­level image features.","select 1648 id,  'As a Zooniverse admin, I want to preclassify the Galaxy Zoo images using simple low­level image features.' aa union "
1649,"As a Zooniverse admin, I want to automatically detect Snapshot Serengeti images with no classifiable animals in them.","select 1649 id,  'As a Zooniverse admin, I want to automatically detect Snapshot Serengeti images with no classifiable animals in them.' aa union "
1650,"As a Zooniverse admin, I want to perform automatic image series detection for the case of timestamping malfunction in Snapshot Serengeti images.","select 1650 id,  'As a Zooniverse admin, I want to perform automatic image series detection for the case of timestamping malfunction in Snapshot Serengeti images.' aa union "
1651,"As a Zooniverse admin, I want to perform automatic animal species preclassification in Snapshot Serengeti.","select 1651 id,  'As a Zooniverse admin, I want to perform automatic animal species preclassification in Snapshot Serengeti.' aa union "
1652,"As a Zooniverse admin, I want to perform automatic animal attribute preclassification in Snapshot Serengeti.","select 1652 id,  'As a Zooniverse admin, I want to perform automatic animal attribute preclassification in Snapshot Serengeti.' aa union "
1653,"As a Zooniverse admin, I want to perform automatic animal number detection in Snapshot Serengeti.","select 1653 id,  'As a Zooniverse admin, I want to perform automatic animal number detection in Snapshot Serengeti.' aa union "
1654,"As a Zooniverse admin, I want to perform automatic segmentation or localization of plankton in Plankton Portal.","select 1654 id,  'As a Zooniverse admin, I want to perform automatic segmentation or localization of plankton in Plankton Portal.' aa union "
1655,"As a Zooniverse admin, I want to automatically detect Plankton Portal images with no classifiable plankton in them.","select 1655 id,  'As a Zooniverse admin, I want to automatically detect Plankton Portal images with no classifiable plankton in them.' aa union "
1656,"As a Zooniverse admin, I want to perform automatic detection of plankton size or orientation in Plankton Portal images.","select 1656 id,  'As a Zooniverse admin, I want to perform automatic detection of plankton size or orientation in Plankton Portal images.' aa union "
1657,"As a Zooniverse admin, I want to perform automatic preclassification of plankton species in Plankton Portal images.","select 1657 id,  'As a Zooniverse admin, I want to perform automatic preclassification of plankton species in Plankton Portal images.' aa union "
1658,"As a Zooniverse admin, I want to perform automatic worm motion analysis to reduce video duration in Worm Watch Lab.","select 1658 id,  'As a Zooniverse admin, I want to perform automatic worm motion analysis to reduce video duration in Worm Watch Lab.' aa union "
1659,"As a Zooniverse admin, I want to automatically detect the time in a Worm Watch Lab video where the worm lays an egg.","select 1659 id,  'As a Zooniverse admin, I want to automatically detect the time in a Worm Watch Lab video where the worm lays an egg.' aa union "
1660,"As a Zooniverse admin, I want to detect important features suchAs areas of flooding, damage, temporary shelters, blocked roads etc in the satellite images.","select 1660 id,  'As a Zooniverse admin, I want to detect important features suchAs areas of flooding, damage, temporary shelters, blocked roads etc in the satellite images.' aa union "
1661,"As a Zooniverse admin, I want toAssess the probability/weight of a volunteer’s classification based on their experience.","select 1661 id,  'As a Zooniverse admin, I want toAssess the probability/weight of a volunteer’s classification based on their experience.' aa union "
1662,"As a Zooniverse admin, I want to perform prefiltering of the images to remove artefacts suchAs bright stars and camera read errors.","select 1662 id,  'As a Zooniverse admin, I want to perform prefiltering of the images to remove artefacts suchAs bright stars and camera read errors.' aa union "
1663,"As a Zooniverse admin, I want to detect moving and transient objects in the images.","select 1663 id,  'As a Zooniverse admin, I want to detect moving and transient objects in the images.' aa union "
1664,"As a Zooniverse admin, I want to remove background noise and distracting sounds from the audio files.","select 1664 id,  'As a Zooniverse admin, I want to remove background noise and distracting sounds from the audio files.' aa union "
1665,"As a Zooniverse admin, I want to group whale calls that are similar.","select 1665 id,  'As a Zooniverse admin, I want to group whale calls that are similar.' aa union "
1666,"As a Zooniverse admin, I want to identify the number of whales heard in a single audio file.","select 1666 id,  'As a Zooniverse admin, I want to identify the number of whales heard in a single audio file.' aa union "
1667,"As a Zooniverse admin, I want to know when I should interrupt a volunteer.","select 1667 id,  'As a Zooniverse admin, I want to know when I should interrupt a volunteer.' aa union "
1668,"As a Zooniverse admin, I want to know whether I should interrupt a volunteer with text, an image, or a video.","select 1668 id,  'As a Zooniverse admin, I want to know whether I should interrupt a volunteer with text, an image, or a video.' aa union "
1669,"As a Zooniverse admin, I want to know when I should educate a volunteer.","select 1669 id,  'As a Zooniverse admin, I want to know when I should educate a volunteer.' aa union "
1670,"As a Zooniverse admin, I want to know whether I should educate a volunteer with text, an image, or a video.","select 1670 id,  'As a Zooniverse admin, I want to know whether I should educate a volunteer with text, an image, or a video.' aa union "
1671,"As a Zooniverse admin,I want to know which piece of education I should give to a volunteer.","select 1671 id,  'As a Zooniverse admin,I want to know which piece of education I should give to a volunteer.' aa union "
1672,"As a Zooniverse admin, I want to know when a volunteer has made an interesting comment on a subject.","select 1672 id,  'As a Zooniverse admin, I want to know when a volunteer has made an interesting comment on a subject.' aa union "
1673,"As a Zooniverse admin, I want to know when Zoonibot should comment on a subject.","select 1673 id,  'As a Zooniverse admin, I want to know when Zoonibot should comment on a subject.' aa union "
1674,"As a Zooniverse admin, I want to know when Zoonibot should give an explanation.","select 1674 id,  'As a Zooniverse admin, I want to know when Zoonibot should give an explanation.' aa union "
1675,"As a Zooniverse admin, I want to know what Zoonibot should say to a volunteer.","select 1675 id,  'As a Zooniverse admin, I want to know what Zoonibot should say to a volunteer.' aa union "
1676,"As a Zooniverse admin, I want to group subjects by similarity.","select 1676 id,  'As a Zooniverse admin, I want to group subjects by similarity.' aa union "
1677,"As a Zooniverse admin, I want to recommend different projects to volunteers based on their previous experiences.","select 1677 id,  'As a Zooniverse admin, I want to recommend different projects to volunteers based on their previous experiences.' aa union "
1678,"As an admin, I want to see a summary of articles, so that I reuse them.","select 1678 id,  'As an admin, I want to see a summary of articles, so that I reuse them.' aa union "
1679,"As a site member, I can fill out an application to become a Certified Scrum Practitioner so that I can earn that designation. [Note: Certified Scrum Practitioner was the initial name of what became known as Certified ScrumProfessional.]","select 1679 id,  'As a site member, I can fill out an application to become a Certified Scrum Practitioner so that I can earn that designation. [Note: Certified Scrum Practitioner was the initial name of what became known as Certified ScrumProfessional.]' aa union "
1680,"As a Practitioner, I want my profile page to include additional details about me (i.e., some of the answers to my Practitioner application) so that I can showcase my experience. ","select 1680 id,  'As a Practitioner, I want my profile page to include additional details about me (i.e., some of the answers to my Practitioner application) so that I can showcase my experience. ' aa union "
1681,"As a site member, I can fill out an application to become a Certified Scrum Trainer so that I can teach CSM and CSPO courses and certify others.","select 1681 id,  'As a site member, I can fill out an application to become a Certified Scrum Trainer so that I can teach CSM and CSPO courses and certify others.' aa union "
1682,"As a Trainer, I want my profile page to include additional details about me (i.e., some of the answers to my Trainer application) so that others can learn about me and decide if I’m the right trainer for them.","select 1682 id,  'As a Trainer, I want my profile page to include additional details about me (i.e., some of the answers to my Trainer application) so that others can learn about me and decide if I’m the right trainer for them.' aa union "
1683,"As a Practitioner or Trainer, when I write an article for the site I want a small graphic shown with the article showing my CSP or CST status so that others know my certifications when reading. (For example, Amazon’s “Top 500 Reviewers” approach.)","select 1683 id,  'As a Practitioner or Trainer, when I write an article for the site I want a small graphic shown with the article showing my CSP or CST status so that others know my certifications when reading. (For example, Amazon’s “Top 500 Reviewers” approach.)' aa union "
1684,"As a trainer, I want my profile to list my upcoming classes and include a link to a detailed page about each so that prospective attendees can find my courses.","select 1684 id,  'As a trainer, I want my profile to list my upcoming classes and include a link to a detailed page about each so that prospective attendees can find my courses.' aa union "
1685,"As a site member, I can view the profiles of other members so that I can find others I might want to connect with.","select 1685 id,  'As a site member, I can view the profiles of other members so that I can find others I might want to connect with.' aa union "
1686,"As a site member, I can search for profiles based on a few fields (class attended, location, name) so I can find others I might want to connect with.","select 1686 id,  'As a site member, I can search for profiles based on a few fields (class attended, location, name) so I can find others I might want to connect with.' aa union "
1687,"As a site member, I can mark my profile as private in which case only my name will appear so that no one can learn things about me I don’t want shared.","select 1687 id,  'As a site member, I can mark my profile as private in which case only my name will appear so that no one can learn things about me I don’t want shared.' aa union "
1688,"As a site member, I can mark my email address as private even if the rest of my profile is not so that no one can contact me.","select 1688 id,  'As a site member, I can mark my email address as private even if the rest of my profile is not so that no one can contact me.' aa union "
1689,"As a site member, I can send an email to any member via a form so that we can connect.","select 1689 id,  'As a site member, I can send an email to any member via a form so that we can connect.' aa union "
1690,"As a site administrator, I can read practicing and training applications and approve or reject them so that only applicants who qualify can become CSPs or CSTs.","select 1690 id,  'As a site administrator, I can read practicing and training applications and approve or reject them so that only applicants who qualify can become CSPs or CSTs.' aa union "
1691,"As a site administrator, I can edit any site member profile so that I can correct problems for members.","select 1691 id,  'As a site administrator, I can edit any site member profile so that I can correct problems for members.' aa union "
1692,"As a site visitor, I can read current news on the home page so that I stay current on agile news.","select 1692 id,  'As a site visitor, I can read current news on the home page so that I stay current on agile news.' aa union "
1693,"As a site visitor, I can access old news that is no longer on the home page, so I can access things I remember from the past or that others mention to me.","select 1693 id,  'As a site visitor, I can access old news that is no longer on the home page, so I can access things I remember from the past or that others mention to me.' aa union "
1694,"As a site visitor, I can email news items to the editor, so they can be considered for publication. (Note: this could just be an email link to the editor.)","select 1694 id,  'As a site visitor, I can email news items to the editor, so they can be considered for publication. (Note: this could just be an email link to the editor.)' aa union "
1695,"As a site a site editor, I can set the following dates on a news item: Start Publishing Date, Old News Date, Stop Publishing Date so articles are published on and through appropriate dates. These dates refer to the date an item becomes visible on the site (perhaps next Monday), the date it stops appearing on the home page, and the date it is removed from the site (which may be never).","select 1695 id,  'As a site a site editor, I can set the following dates on a news item: Start Publishing Date, Old News Date, Stop Publishing Date so articles are published on and through appropriate dates. These dates refer to the date an item becomes visible on the site (perhaps next Monday), the date it stops appearing on the home page, and the date it is removed from the site (which may be never).' aa union "
1696,"As a site member, I can subscribe to an RSS feed of news (and events?) so I remain sufficiently and easily informed.","select 1696 id,  'As a site member, I can subscribe to an RSS feed of news (and events?) so I remain sufficiently and easily informed.' aa union "
1697,"As a site editor, I can assign priority numbers to news items, so I can indicate which articles I want featured most prominently on the site. Note: Items are displayed on the front page based on priority.","select 1697 id,  'As a site editor, I can assign priority numbers to news items, so I can indicate which articles I want featured most prominently on the site. Note: Items are displayed on the front page based on priority.' aa union "
1698,"As a site visitor, I can see a list of all upcoming “Certification Courses” and can page through them if there are a lot, so I can choose the best course for me.","select 1698 id,  'As a site visitor, I can see a list of all upcoming “Certification Courses” and can page through them if there are a lot, so I can choose the best course for me.' aa union "
1699,"As a site visitor, I can see a list of all upcoming “Other Courses” (non-certification courses) and can page through them if necessary, so I can choose the best course for me.","select 1699 id,  'As a site visitor, I can see a list of all upcoming “Other Courses” (non-certification courses) and can page through them if necessary, so I can choose the best course for me.' aa union "
1700,"As a site visitor, I can see a list of all upcoming “Events” so I can decide if I want to attend any. (Events are things such as the Scrum Gathering, conferences, free seminars, etc.)","select 1700 id,  'As a site visitor, I can see a list of all upcoming “Events” so I can decide if I want to attend any. (Events are things such as the Scrum Gathering, conferences, free seminars, etc.)' aa union "
1701,"As a trainer, I can create a new course or event, so site visitors can see it. Note: This includes the following information: name, description (HTML), trainer names (multiple selection from a list), start date, end date, venue name (HTML) and address, contact name, contact phone, contact email, a link for more information, and a link to register. For a certification course the name of the class is a dropdown list; for others, it is free text.","select 1701 id,  'As a trainer, I can create a new course or event, so site visitors can see it. Note: This includes the following information: name, description (HTML), trainer names (multiple selection from a list), start date, end date, venue name (HTML) and address, contact name, contact phone, contact email, a link for more information, and a link to register. For a certification course the name of the class is a dropdown list; for others, it is free text.' aa union "
1702,"As a trainer, when I create an Other Course or Event, I am charged a listing fee for that activity so I don’t list events I don’t really intend to hold.","select 1702 id,  'As a trainer, when I create an Other Course or Event, I am charged a listing fee for that activity so I don’t list events I don’t really intend to hold.' aa union "
1703,"As a site administrator, I can create an Other Course (?) or Event that is not charged a listing fee. This is so that the Scrum Alliance doesn’t charge itself for Scrum Gatherings that it puts on.","select 1703 id,  'As a site administrator, I can create an Other Course (?) or Event that is not charged a listing fee. This is so that the Scrum Alliance doesn’t charge itself for Scrum Gatherings that it puts on.' aa union "
1704,"As a site administrator, I can set the listing fee per Other Course or Event so that we have flexibility on what (if anything) to charge in the future.","select 1704 id,  'As a site administrator, I can set the listing fee per Other Course or Event so that we have flexibility on what (if anything) to charge in the future.' aa union "
1705,"As a trainer, I can update one of my existing courses or events so that it reflects accurate information.","select 1705 id,  'As a trainer, I can update one of my existing courses or events so that it reflects accurate information.' aa union "
1706,"As a trainer, I can delete one of my courses or events, so it’s no longer listed if I cancel for some reason.","select 1706 id,  'As a trainer, I can delete one of my courses or events, so it’s no longer listed if I cancel for some reason.' aa union "
1707,"As a trainer, I can copy one of my courses or events so that I can create a new one. When copying it I am asked for the date(s) of the new course or event.","select 1707 id,  'As a trainer, I can copy one of my courses or events so that I can create a new one. When copying it I am asked for the date(s) of the new course or event.' aa union "
1708,"As a site admin, I can delete any course or event, so I can remove things that will no longer occur.","select 1708 id,  'As a site admin, I can delete any course or event, so I can remove things that will no longer occur.' aa union "
1709,"As a site editor, I can update any course or event so that I can fix things the original author hasn’t.","select 1709 id,  'As a site editor, I can update any course or event so that I can fix things the original author hasn’t.' aa union "
1710,"As a trainer, admin, or editor, I can turn a course into an event or an event into a course, so I can correctly classify anything that was entered incorrectly.","select 1710 id,  'As a trainer, admin, or editor, I can turn a course into an event or an event into a course, so I can correctly classify anything that was entered incorrectly.' aa union "
1711,"As a site visitor, I have an advanced search option that lets me fill in a form of search criteria (country, state, trainer name, date range, word in description, etc.) so I can quickly find what I’m looking for.","select 1711 id,  'As a site visitor, I have an advanced search option that lets me fill in a form of search criteria (country, state, trainer name, date range, word in description, etc.) so I can quickly find what I’m looking for.' aa union "
1712,"As a site visitor, when I’m viewing a course I can click on the trainer’s name and be taken to the trainer’s profile, so I can read more about a trainer before registering for a course.","select 1712 id,  'As a site visitor, when I’m viewing a course I can click on the trainer’s name and be taken to the trainer’s profile, so I can read more about a trainer before registering for a course.' aa union "
1713,"As a site visitor, I can subscribe to an RSS feed of upcoming courses and events so that I’m up to day without having to visit the site.","select 1713 id,  'As a site visitor, I can subscribe to an RSS feed of upcoming courses and events so that I’m up to day without having to visit the site.' aa union "
1714,"As a site visitor, I can read FAQs, so I can get quick answers.","select 1714 id,  'As a site visitor, I can read FAQs, so I can get quick answers.' aa union "
1715,"As a site editor, I can maintain a FAQ section so that support gets fewer easily answered questions.","select 1715 id,  'As a site editor, I can maintain a FAQ section so that support gets fewer easily answered questions.' aa union "
1716,"As a site visitor, I can do a full-text search of the FAQs, so I can find an answer quickly. (Note: Only needed if FAQs are more than one page.)","select 1716 id,  'As a site visitor, I can do a full-text search of the FAQs, so I can find an answer quickly. (Note: Only needed if FAQs are more than one page.)' aa union "
1717,"As a site member, I can download the latest training material and methodology PDFs so I have them.","select 1717 id,  'As a site member, I can download the latest training material and methodology PDFs so I have them.' aa union "
1718,"As a visitor, I can download presentations, PDFs, etc. on Scrum so that I can learn from them or use them.","select 1718 id,  'As a visitor, I can download presentations, PDFs, etc. on Scrum so that I can learn from them or use them.' aa union "
1719,"As a site member (?), I can scroll through a listing of jobs, so I can see if there any I’m interested in. (There won’t be enough at first to justify search fields.)","select 1719 id,  'As a site member (?), I can scroll through a listing of jobs, so I can see if there any I’m interested in. (There won’t be enough at first to justify search fields.)' aa union "
1720,"As someone who wants to hire, I can post a help wanted ad so that I can attract candidates.","select 1720 id,  'As someone who wants to hire, I can post a help wanted ad so that I can attract candidates.' aa union "
1721,"As a site admin, I need to approve each help wanted ad before it gets to the site so that we’re sure of the quality of jobs being listed. Note: May not be needed long term.","select 1721 id,  'As a site admin, I need to approve each help wanted ad before it gets to the site so that we’re sure of the quality of jobs being listed. Note: May not be needed long term.' aa union "
1722,"As a site admin, I am emailed whenever a job is submitted so that I am aware of it and can decide if I want to post it.","select 1722 id,  'As a site admin, I am emailed whenever a job is submitted so that I am aware of it and can decide if I want to post it.' aa union "
1723,"As a site member, I can subscribe to an RSS feed of jobs available so that I can read them without visiting the site.","select 1723 id,  'As a site member, I can subscribe to an RSS feed of jobs available so that I can read them without visiting the site.' aa union "
1724,"As a site admin, I can edit and delete help wanted ads so I can correct small problems or make sure each ad complies with site guidelines.","select 1724 id,  'As a site admin, I can edit and delete help wanted ads so I can correct small problems or make sure each ad complies with site guidelines.' aa union "
1725,"As a site admin, I want jobs to stop publishing on the site 30 days after being posted so that jobs that may have been filled aren’t still listed when the hiring party forgets to come back and delete the ad.","select 1725 id,  'As a site admin, I want jobs to stop publishing on the site 30 days after being posted so that jobs that may have been filled aren’t still listed when the hiring party forgets to come back and delete the ad.' aa union "
1726,"As someone who wants to hire, I want to be able to extend an ad for another 30 days (repeatedly) by visiting the site and updating the posting so that my ad remains active. (Note, I can’t update it 10 times today and extend the posting 300 days today.)","select 1726 id,  'As someone who wants to hire, I want to be able to extend an ad for another 30 days (repeatedly) by visiting the site and updating the posting so that my ad remains active. (Note, I can’t update it 10 times today and extend the posting 300 days today.)' aa union "
1727,"As someone who has posted an ad that is about to expire, seven days before it expires I want to be emailed a reminder so that I can go extend the ad. (Note: This means the ad could have an expiration date 37 days into the future, which is fine.)","select 1727 id,  'As someone who has posted an ad that is about to expire, seven days before it expires I want to be emailed a reminder so that I can go extend the ad. (Note: This means the ad could have an expiration date 37 days into the future, which is fine.)' aa union "
1728,"As a site visitor, I want to read a new article on the front page about once a week so that I’m up on all the latest happenings.","select 1728 id,  'As a site visitor, I want to read a new article on the front page about once a week so that I’m up on all the latest happenings.' aa union "
1729,"As the site editor, I can include a teaser with each article so that site visitors can decide if they want to read the rest. The teaser shows up on the front page for all to read.","select 1729 id,  'As the site editor, I can include a teaser with each article so that site visitors can decide if they want to read the rest. The teaser shows up on the front page for all to read.' aa union "
1730,"As a site member who has read a teaser on the front page, I want to read the entire article so that I can finish articles that appeal to me.","select 1730 id,  'As a site member who has read a teaser on the front page, I want to read the entire article so that I can finish articles that appeal to me.' aa union "
1731,"As the site editor, I can add an article to the site so that the site has plenty of content.","select 1731 id,  'As the site editor, I can add an article to the site so that the site has plenty of content.' aa union "
1732,"As a site editor, I can set start publishing dates (when teaser appears on front page), old article date (when it disappears from home page), and stop publishing dates (when it''s removed from site, if ever) for articles so articles appear only during appropriate periods.","select 1732 id,  'As a site editor, I can set start publishing dates (when teaser appears on front page), old article date (when it disappears from home page), and stop publishing dates (when it''s removed from site, if ever) for articles so articles appear only during appropriate periods.' aa union "
1733,"As a site editor, I want to be able to designate whether or not an article (or for that matter any piece of info) ever makes the home page so that the best content is featured most prominently. Note: Some articles will never be shown on the home page.","select 1733 id,  'As a site editor, I want to be able to designate whether or not an article (or for that matter any piece of info) ever makes the home page so that the best content is featured most prominently. Note: Some articles will never be shown on the home page.' aa union "
1734,"As the site editor, I have pretty good control over how the article looks (include images and captions, for example) so that articles are visually appealing.","select 1734 id,  'As the site editor, I have pretty good control over how the article looks (include images and captions, for example) so that articles are visually appealing.' aa union "
1735,"As a site visitor, I want the link from the article teaser to take me directly to the body of the article. not to another teaser setup, so that I can easily finish the article.","select 1735 id,  'As a site visitor, I want the link from the article teaser to take me directly to the body of the article. not to another teaser setup, so that I can easily finish the article.' aa union "
1736,"As a site editor, I want to be able to indicate whether an article is publicly available or for members only so that visitors are incentivized to become members.","select 1736 id,  'As a site editor, I want to be able to indicate whether an article is publicly available or for members only so that visitors are incentivized to become members.' aa union "
1737,"As a site visitor, I want to be able to read some of your articles so that I can learn without first joining the site.","select 1737 id,  'As a site visitor, I want to be able to read some of your articles so that I can learn without first joining the site.' aa union "
1738,"As a site member, I want to have full access to all articles so there is a benefit to being a member.","select 1738 id,  'As a site member, I want to have full access to all articles so there is a benefit to being a member.' aa union "
1739,"As a site visitor, I can do a full-text search of article body, title, and author name so that I can find what I want.","select 1739 id,  'As a site visitor, I can do a full-text search of article body, title, and author name so that I can find what I want.' aa union "
1740,"As a site visitor, I can subscribe to an RSS feed of articles (teasers only?) so that I can read them without visiting the site.","select 1740 id,  'As a site visitor, I can subscribe to an RSS feed of articles (teasers only?) so that I can read them without visiting the site.' aa union "
1741,"As a site visitor, I can post comments about articles so that others can read them.","select 1741 id,  'As a site visitor, I can post comments about articles so that others can read them.' aa union "
1742,"As a site editor, I want to have a prominent area on the home page where I can put special announcements, not necessarily news or articles, so that I can give them additional exposure.","select 1742 id,  'As a site editor, I want to have a prominent area on the home page where I can put special announcements, not necessarily news or articles, so that I can give them additional exposure.' aa union "
1743,"As a site editor, I''d like to have some flexibility as to where things appear so as to accommodate different types of content.","select 1743 id,  'As a site editor, I''d like to have some flexibility as to where things appear so as to accommodate different types of content.' aa union "
1744,"As a trainer, the upcoming courses are what I want visitors to notice so that they register and there’s a benefit to my membership.","select 1744 id,  'As a trainer, the upcoming courses are what I want visitors to notice so that they register and there’s a benefit to my membership.' aa union "
1745,"As a site visitor, I want to see new content when I come to the site, so I come back more often.","select 1745 id,  'As a site visitor, I want to see new content when I come to the site, so I come back more often.' aa union "
1746,"As a site visitor, I want to have articles that interest me and are easy to get to, so I come to the site for my agile news and learning.","select 1746 id,  'As a site visitor, I want to have articles that interest me and are easy to get to, so I come to the site for my agile news and learning.' aa union "
1747,"As a site visitor, I need to know as soon as I visit what on earth Scrum is, and why it needs an alliance so that I don’t bounce immediately off the page.","select 1747 id,  'As a site visitor, I need to know as soon as I visit what on earth Scrum is, and why it needs an alliance so that I don’t bounce immediately off the page.' aa union "
1748,"As a site visitor, I want to know as I glance around the home page what on earth a CSM is and why I''d want to be one so that I read more.","select 1748 id,  'As a site visitor, I want to know as I glance around the home page what on earth a CSM is and why I''d want to be one so that I read more.' aa union "
1749,"As a site visitor, I want to be able to get back to the home page quickly and easily, so I don’t get lost navigating and so the site works like every other site in the world.","select 1749 id,  'As a site visitor, I want to be able to get back to the home page quickly and easily, so I don’t get lost navigating and so the site works like every other site in the world.' aa union "
1750,"As a site visitor, I want to see a list of the most popular items on the site so I am most likely to read the most important or best content. (Note: Not everything has to be considered. For example, we don’t need to know the most popular profile, but it would be useful to a have a ""most popular"" box that listed the most popular articles, news items, or etc.)","select 1750 id,  'As a site visitor, I want to see a list of the most popular items on the site so I am most likely to read the most important or best content. (Note: Not everything has to be considered. For example, we don’t need to know the most popular profile, but it would be useful to a have a ""most popular"" box that listed the most popular articles, news items, or etc.)' aa union "
1751,"As someone who successfully completed a Certification Course (becoming a Certified ScrumMaster or Certified Scrum Product Owner), I am emailed a link to a survey about the course and instructor, so I can provide feedback on the course.","select 1751 id,  'As someone who successfully completed a Certification Course (becoming a Certified ScrumMaster or Certified Scrum Product Owner), I am emailed a link to a survey about the course and instructor, so I can provide feedback on the course.' aa union "
1752,"As a trainer, I want to be assured that no one can submit the same answers multiple time and skew my results, so my ratings are accurate.","select 1752 id,  'As a trainer, I want to be assured that no one can submit the same answers multiple time and skew my results, so my ratings are accurate.' aa union "
1753,"As a trainer, I am notified about the results of surveys about my classes, so I can read them. (Questions: After each survey? After a set period of time? Does the trainer get an email or just know to go to the site?)","select 1753 id,  'As a trainer, I am notified about the results of surveys about my classes, so I can read them. (Questions: After each survey? After a set period of time? Does the trainer get an email or just know to go to the site?)' aa union "
1754,"As a site admin, I can see the results for each trainer and averages for the class (for all trainers), so I can identify any outliers or possible problems.","select 1754 id,  'As a site admin, I can see the results for each trainer and averages for the class (for all trainers), so I can identify any outliers or possible problems.' aa union "
1755,"As a site visitor who is considering attending a certification course, I want to see a trainer’s rating (either for that course or for all of his or her certification courses combined), so I choose a course from an appropriate trainer.","select 1755 id,  'As a site visitor who is considering attending a certification course, I want to see a trainer’s rating (either for that course or for all of his or her certification courses combined), so I choose a course from an appropriate trainer.' aa union "
1756,"As a trainer, I want my rating to show up on my profile page, so site visitors can choose wisely.","select 1756 id,  'As a trainer, I want my rating to show up on my profile page, so site visitors can choose wisely.' aa union "
1757,"As a site visitor, I want there to be a section of the website that teaches me the basics of what Scrum is, so I can learn that quickly.","select 1757 id,  'As a site visitor, I want there to be a section of the website that teaches me the basics of what Scrum is, so I can learn that quickly.' aa union "
1758,"As a site editor, I can create the content of the What Is Scrum section so that it’s there for visitors.","select 1758 id,  'As a site editor, I can create the content of the What Is Scrum section so that it’s there for visitors.' aa union "
