Story,Word,Tag
story 4814, Bath data holdings in external archives are not lost if they close down.,Goal
story 4788," consistent quality of metadata is maintained, compliance with policies can be checked and details of licensing can be checked.",Goal
story 4808, report on particularAspects of the archive holdings.,Goal
story 4794, consistent quality of metadata is maintained.,Goal
story 4803, data which is still required is not destroyed.,Goal
story 4821, data isAs reusableAs possible.,Goal
story 4815, Bath data holdings in external archives are not lost if they close down.,Goal
story 4789," consistent quality of metadata is maintained, compliance with policies can be checked and details of licensing can be checked.",Goal
story 4809, report on particularAspects of the archive holdings.,Goal
story 4795, consistent quality of metadata is maintained.,Goal
story 4800, data which is still required is not destroyed.,Goal
story 4818, data isAs reusableAs possible.,Goal
story 4812, Bath data holdings in external archives are not lost if they close down.,Goal
story 4786," consistent quality of metadata is maintained, compliance with policies can be checked and details of licensing can be checked.",Goal
story 4806, report on particularAspects of the archive holdings.,Goal
story 4792, consistent quality of metadata is maintained.,Goal
story 4801, data which is still required is not destroyed.,Goal
story 4819, data isAs reusableAs possible.,Goal
story 4813, Bath data holdings in external archives are not lost if they close down.,Goal
story 4787," consistent quality of metadata is maintained, compliance with policies can be checked and details of licensing can be checked.",Goal
story 4807, report on particularAspects of the archive holdings.,Goal
story 4793, consistent quality of metadata is maintained.,Goal
story 2186, I don't have to regenerate a file if no data has been updated.,Goal
story 2290, my agency codes are correct in the PublishedAwardFinancialAssistance table.,Goal
story 2406, fix my submission.,Goal
story 2208, submit my data efficiently.,Goal
story 2185, I don't have to regenerate a file if no data has been updated.,Goal
story 2289, my agency codes are correct in the PublishedAwardFinancialAssistance table.,Goal
story 2405, fix my submission.,Goal
story 2207, submit my data efficiently.,Goal
story 2187, I don't have to regenerate a file if no data has been updated.,Goal
story 2291, my agency codes are correct in the PublishedAwardFinancialAssistance table.,Goal
story 2407, fix my submission.,Goal
story 2209, submit my data efficiently.,Goal
story 2408, fix my submission.,Goal
story 2409, fix my submission.,Goal
story 2410, fix my submission.,Goal
story 6173, immediately start viewing a course.,Goal
story 6174, quickly start viewing a course.,Goal
story 6175, rapidly start viewing a course.,Goal
story 3477, they can enroll their kids at camp.,Goal
story 3363, lower the amount of work I need to do.,Goal
story 3440, keep organized.,Goal
story 3483, easily organize the campers.,Goal
story 3533, keep my pages free of clutter.,Goal
story 3547, keep my pages free of unneeded clutter.,Goal
story 3511, keep the schedule clean of unneeded activities.,Goal
story 3339, the amount of work I need to do is lowered.,Goal
story 3447, the admins next year can improve on the previous years.,Goal
story 3351, legal issues are avoided.,Goal
story 3434, I don't have to spend two hours making 200+ nametags,Goal
story 3553, keep the groups up to date.,Goal
story 3517, always keep the schedule up to date.,Goal
story 3539, keep parent's information up to date.,Goal
story 3525, keep the campers information up to date.,Goal
story 3462, they can be notified of any upcoming events.,Goal
story 3333, keep the records organized.,Goal
story 3357, camp workers can easily keep track of who is where at all times.,Goal
story 3499, track each groups daily/weekly and monthly activities.,Goal
story 3489, notify counselor of what their group will be doing for the day.,Goal
story 3456, we can be prepared for an allergy attack,Goal
story 3561, easily read the data on the calendar without too much clutter.,Goal
story 3345, campers or their parents can easily access the forms.,Goal
story 3383, it is possible to organize activities in terms of responsibilities.,Goal
story 3468, track which kids are coming in.,Goal
story 3410, keep improving the services I provide.,Goal
story 3404, I don't create conflicting schedules for the different camp groups.,Goal
story 3428, they can be aware of their child's behavior and performance at camp.,Goal
story 3422, easily call to notify them in case a grossly unacceptable behavior.,Goal
story 3416, easily notify the necessary parties in case of an emergency.,Goal
story 3446, keep organized.,Goal
story 3559, keep the groups up to date.,Goal
story 3523, always keep the schedule up to date.,Goal
story 3545, keep parent's information up to date.,Goal
story 3531, keep the campers information up to date.,Goal
story 3454, the admins next year can enhance on the previous years.,Goal
story 3453, the admins next year can optimize on the previous years.,Goal
story 3455, the admins next year can utilize on the previous years.,Goal
story 3505, track each groups daily/weekly and monthly activities.,Goal
story 3507, track each groups daily/weekly and daily activities.,Goal
story 3510, track each groups daily/weekly and regularly activities.,Goal
story 3508, track each groups daily/weekly and weekly activities.,Goal
story 3509, track each groups daily/weekly and yearly activities.,Goal
story 3506, track each groups daily/weekly and monthly activities.,Goal
story 3495, notify counselor of what their group will be doing for the day.,Goal
story 3497, notify counselor of what their collection will be doing for the day.,Goal
story 3498, notify counselor of what their set will be doing for the day.,Goal
story 3496, notify counselor of what their group will be doing for the day.,Goal
story 3560, keep the groups up to date.,Goal
story 3524, always keep the schedule up to date.,Goal
story 3546, keep parent's information up to date.,Goal
story 3532, keep the campers information up to date.,Goal
story 3389, it is possible to organize activities in terms of responsibilities.,Goal
story 3474, track which kids are coming in.,Goal
story 3476, track which kids are coming in.,Goal
story 3475, track which kids are coming in.,Goal
story 3478, they can enroll their kids at camp.,Goal
story 3364, lower the amount of work I need to do.,Goal
story 3441, keep organized.,Goal
story 3484, easily organize the campers.,Goal
story 3534, keep my pages free of clutter.,Goal
story 3548, keep my pages free of unneeded clutter.,Goal
story 3512, keep the schedule clean of unneeded activities.,Goal
story 3340, the amount of work I need to do is lowered.,Goal
story 3448, the admins next year can improve on the previous years.,Goal
story 3352, legal issues are avoided.,Goal
story 3435, I don't have to spend two hours making 200+ nametags,Goal
story 3554, keep the groups up to date.,Goal
story 3518, always keep the schedule up to date.,Goal
story 3540, keep parent's information up to date.,Goal
story 3526, keep the campers information up to date.,Goal
story 3463, they can be notified of any upcoming events.,Goal
story 3334, keep the records organized.,Goal
story 3358, camp workers can easily keep track of who is where at all times.,Goal
story 3500, track each groups daily/weekly and monthly activities.,Goal
story 3490, notify counselor of what their group will be doing for the day.,Goal
story 3457, we can be prepared for an allergy attack,Goal
story 3562, easily read the data on the calendar without too much clutter.,Goal
story 3346, campers or their parents can easily access the forms.,Goal
story 3384, it is possible to organize activities in terms of responsibilities.,Goal
story 3469, track which kids are coming in.,Goal
story 3411, keep improving the services I provide.,Goal
story 5493, report/dataset is processed and displayed properly.,Goal
story 5499, report/dataset is processed and displayed properly.,Goal
story 5490, report/dataset is processed and displayed properly.,Goal
story 5496, report/dataset is processed and displayed properly.,Goal
story 5491, report/dataset is processed and displayed properly.,Goal
story 5497, report/dataset is processed and displayed properly.,Goal
story 3550, keep my pages free of unneeded clutter.,Goal
story 3514, keep the schedule clean of unneeded activities.,Goal
story 3342, the amount of work I need to do is lowered.,Goal
story 3450, the admins next year can improve on the previous years.,Goal
story 3354, legal issues are avoided.,Goal
story 3437, I don't have to spend two hours making 200+ nametags,Goal
story 3556, keep the groups up to date.,Goal
story 3520, always keep the schedule up to date.,Goal
story 3542, keep parent's information up to date.,Goal
story 3528, keep the campers information up to date.,Goal
story 3465, they can be notified of any upcoming events.,Goal
story 3336, keep the records organized.,Goal
story 3360, camp workers can easily keep track of who is where at all times.,Goal
story 3502, track each groups daily/weekly and monthly activities.,Goal
story 3492, notify counselor of what their group will be doing for the day.,Goal
story 3459, we can be prepared for an allergy attack,Goal
story 3564, easily read the data on the calendar without too much clutter.,Goal
story 3348, campers or their parents can easily access the forms.,Goal
story 3386, it is possible to organize activities in terms of responsibilities.,Goal
story 3471, track which kids are coming in.,Goal
story 3413, keep improving the services I provide.,Goal
story 3407, I don't create conflicting schedules for the different camp groups.,Goal
story 3431, they can be aware of their child's behavior and performance at camp.,Goal
story 3425, easily call to notify them in case a grossly unacceptable behavior.,Goal
story 3419, easily notify the necessary parties in case of an emergency.,Goal
story 6116, my CST status is active.,Goal
story 4577, confirm security protocols are applied to these data.,Goal
story 4551, estimate the true cost of the project.,Goal
story 6396, Highlight that something is wrong or highlight something important,Goal
story 6391,,Goal
story 6386,,Goal
story 3303, begin recruiting participants.,Goal
story 3273, understand what educators and science influencers need from a future nsf.gov website.,Goal
story 3326, better prepare them and the team for future research work.,Goal
story 3232, be prepared to test our first prototype.,Goal
story 3204, make sure we're capturing the priority areas.,Goal
story 3189, begin testing with internal users.,Goal
story 3198, finalize the second task script.,Goal
story 3259, plan on a new release to the next listserv on the priority list.,Goal
story 3297, they can observe the interviews and make recommendations accordingly.,Goal
story 3276, see if we can recruit users in real time from the website.,Goal
story 3183, I make sure the in-person interviews are effective and capturing the right information.,Goal
story 6730, I can go on journeys with them later.,Goal
story 6710, I can capture my night out.,Goal
story 6753, I have control over joining a squad.,Goal
story 6727, I have control over the moments that my friends will be able to see.,Goal
story 6747, They can be a part of my journey.,Goal
story 6716, I can review these moments later or share them with friends .,Goal
story 6705, I can change them if necessary.,Goal
story 6719, I can group together chains of experiences and share them.,Goal
story 6750, I can be a part of a combined journey.,Goal
story 6767, They will be able to help.,Goal
story 6734, I have control over who my friends are and who views my media.,Goal
story 6724, I can review the moments from them.,Goal
story 6738, My friends can see what I’ve done.,Goal
story 6770, I can get back home safely.,Goal
story 6741, I can view their current journey and their top memories.,Goal
story 6702, I can use SHOTS and have my information be secure.,Goal
story 6162, I know what I’m getting. .,Goal
story 4273, we can collaborate effectively.,Goal
story 5036, decide whether a file is too large to download.,Goal
story 2242,not click it multiple times for the same submission.,Goal
story 6572, we have mutual access to each other's sunflower count.,Goal
story 6292,,Goal
story 6356, So that others see that it exists (perhaps see preview in page),Goal
story 6371, Ditto,Goal
story 6599, I can interact with the website during a study session in AllowList mode.,Goal
story 6602, I cannot interact with the website during a study session in BlockList mode.,Goal
story 2596, view them later.,Goal
story 6843, update my own meal.,Goal
story 6831, use for later.,Goal
story 6825, print it later and shop.,Goal
story 6950, only records matching that filter are displayed.,Goal
story 6953, I only see records matching that criteria.,Goal
story 6487, plan events in specific cities.,Goal
story 6519, plan out my trip.,Goal
story 2581, I know about recycling centers near me before creating an account.,Goal
story 2737, know for sure my waste is not going to leave a negative ecological footprint.,Goal
story 2638, go back when needed.,Goal
story 6313, users can limit their search by datasets with specific formats and tags.,Goal
story 6539, understand the varying units in different countries.,Goal
story 6484, plan a future trip.,Goal
story 2623, create my own profile.,Goal
story 6490, remove not needed trips.,Goal
story 6536, free up the time for other things.,Goal
story 6498, I do not need internet access to use its features.,Goal
story 6493, make updates to the name or travel dates.,Goal
story 6531," make updates to the name, location and time of all my events.",Goal
story 6611, distracting websites will no longer be blocked.,Goal
story 2584, determine which ones I should consider.,Goal
story 6362, use a graph representing the data for my work quickly,Goal
story 2587, arrange drop-offs on my off days or during after-work hours.,Goal
story 2599, receive notifications for new eventsAs they are posted.,Goal
story 6504, view helpful resources specific to that city.,Goal
story 6501, view the trip details.,Goal
story 6614, I can take a study break.,Goal
story 2669, I have a reason to use the website.,Goal
story 6617, I can continue my study session.,Goal
story 6522, find a point of interest that I have in mind already.,Goal
story 6513," see its location, time, and date.",Goal
story 6510, narrow my search for places I want to go.,Goal
story 2593, find an optimal route and schedule.,Goal
story 2923, my data is more easily discoverable.,Goal
story 6773, log in using the registered account later.,Goal
story 6608, I have distracting websites blocked while I am studying and earn sunflowers.,Goal
story 6605, decide how long I want to study for the session.,Goal
story 6548, communicate more effectively.,Goal
story 6507, I do not have to waste storage space.,Goal
story 6255, use any language I like.,Goal
story 3635, use any language I like.,Goal
story 6528, organize my trip.,Goal
story 6525, see exactly where it is in the city.,Goal
story 6516, see all of the points of interest that I have added to my planner.,Goal
story 6551, compare the times.,Goal
story 6542, dress accordingly.,Goal
story 6344, So I know about others active on the site,Goal
story 6295, look through a list of datasets,Goal
story 2611, more conveniently use the website.,Goal
story 6368, Customize the visualization to my interests to make it more relevant & hence valuable to me,Goal
story 2578, it takes me to a new tab with Google Maps.,Goal
story 2696, give feedback orAsk for help.,Goal
story 2468, log on to the Customer Portal and perform transactions that first require user authentication.,Goal
story 6946, better understand the data.,Goal
story 6853, I do not need to worry about it myself.,Goal
story 6448, find location - specific data,Goal
story 6301, use it,Goal
story 6316, I still have a way to engage with the site even if I’m not looking for a specific dataset,Goal
story 6319, I still have a way to engage with the site even if I’m not looking for a specific dataset,Goal
story 6381, It is a correct,Goal
story 6815, update my previous saved meal.,Goal
story 6807, change to a different meal.,Goal
story 4022, all steps required to reconfigure a dataset must be doneAs a single atomic action.,Goal
story 6429, The quality of the data can be determined and remedied.,Goal
story 6341, I know what my others are doing and can decide who to pay attention to,Goal
story 6862, go shop for the foods I need for the up coming week.,Goal
story 2590, more conveniently use the website.,Goal
story 2641, I have a pleasant experience when navigating through them.,Goal
story 6304," in additiona to basic information suchAs download link, additional information will be displayed suchAs file type, size, last updated etc.",Goal
story 6897, I can access it on my mobile device.,Goal
story 6457, the site is responsive and enjoyable to use,Goal
story 4241, edit and calculate costs collaboratively with others while working on the proposal.,Goal
story 6886, I can share this web app link on my twitter.,Goal
story 6883, I could like this web app.,Goal
story 2672, I will not suffer from identity theft or telephone harassment.,Goal
story 3642, trust the system and its developers.,Goal
story 6277, trust the system and its developers.,Goal
story 6359, get a good idea what the dataset contains and if it’s what I’m looking for without downloading it first,Goal
story 4258, other researchers in the centre can see what I am up to.,Goal
story 3628, I don't get bored.,Goal
story 6270, I don't get bored.,Goal
story 6322, intuitively limit my search to the relevant topic I’m interested in,Goal
story 2693, get a temporary password in case I forget my own one.,Goal
story 6560, I can access the application’s features.,Goal
story 6557, I can access the application’s features.,Goal
story 6563, my account and personal information is secure.,Goal
story 6463, perform the transactions.,Goal
story 6481, I may end up my ATM session.,Goal
story 6581, I can show my praise.,Goal
story 6566, log into my Sunflower account.,Goal
story 6575, we do not have mutual access to each other’s sunflower count.,Goal
story 6578, we no longer have mutual access to each other’s sunflower count.,Goal
story 6849, my meal gets updated.,Goal
story 2551, a County inspector isAssigned to perform an inspection of my project.,Goal
story 6812, re-select my saved meal later.,Goal
story 6956, find it again later and share it with others.,Goal
story 5656," I find related artists, new genre, or other relevant listening path.",Goal
story 6310, search on closely matching items instead of exact matches.,Goal
story 6307, find relevant datasets using all dataset metadata,Goal
story 6338, I know what is happening,Goal
story 6545, easily find which one I want to use.,Goal
story 6451, gauge how popular and valuable a dataset is & be more likely to look at it,Goal
story 6856, check what food items and quantities about the meal.,Goal
story 6335," See activity, stats (suchAs downloads) and have quick links to actions (suchAs create new dataset)",Goal
story 6859, check what / have planned to eat.,Goal
story 6795, see my past body weight information,Goal
story 6331, find related useful data that may be relevant or even better suited to my needs (this should be prioritised by metadata & tagsAs wellAs popularity of dataset),Goal
story 6264, the application feels logical and transparent.,Goal
story 3638, the application feels logical and transparent.,Goal
story 6378, I know that this resource was built from something else,Goal
story 6943, see what is in this dataset.,Goal
story 6298, Format of available data be displayed on summary pages and search results,Goal
story 6406, see immediately the most active / largest groups,Goal
story 6412, see immediately the most active / largest groups,Goal
story 6347," I know what they are up to, how recently they have been active, how many datasets they have etc",Goal
story 6325, quickly see which of the search results will be valuable to me,Goal
story 6353, So I know the approximate activity and authority of users I come across,Goal
story 6569, I can connect with other users.,Goal
story 6554, my progress and information can be saved.,Goal
story 5689, I am recommended with videos related to that picture or image.,Goal
story 6466, perform transactions.,Goal
story 6469, I may save my time and perform transactions later.,Goal
story 6472, I may save my time and perform transactions later.,Goal
story 6478, I may save my time.,Goal
story 6454, tell other people about data / trends I find interesting with a clear visual representation of what i’m referring to,Goal
story 6584, I can remove my praise.,Goal
story 6835, it reflects the update information about the food item.,Goal
story 6782, it reflects my most updated personal information,Goal
story 2689, get recommendations for recycling centers that best fit my availability.,Goal
story 6172, control which employees in my company have access to which courses.,Goal
story 3658, that I can still use is and my application or analysis keeps working.,Goal
story 3676, that I can decide if I should edit or not.,Goal
story 3677, that I can decide if I should modify or not.,Goal
story 3669, that I can instantly start playing with it.,Goal
story 3667, that I can quickly start playing with it.,Goal
story 3668, that I can rapidly start playing with it.,Goal
story 3662, I get a sense of what is on this site and if it is useful to look further.,Goal
story 3664, I get a sense of what is on this site and if it is useful to look further.,Goal
story 3663, I get a sense of what is on this site and if it is useful to look further.,Goal
story 3255, make more informed recommendations going forward.,Goal
story 3191, modify it.,Goal
story 3192, update it.,Goal
story 6181, I earn the credit I might have been interested in.,Goal
story 6201, tell FrontRowAgile.com what I think of their classes and their devilishly good-looking trainers.,Goal
story 6160, tell others about what I’m doing.,Goal
story 6183, display that badge on my own website.,Goal
story 6182, I have proof that I completed a course.,Goal
story 6198, I watch rather than read an answer.,Goal
story 6199, tell the world what I think of it.,Goal
story 6130, it reflects my current information.,Goal
story 6197, answer questions in a different order if I’d like.,Goal
story 6186, discuss questions and topics with the instructor and other participants.isn’t interrupted.,Goal
story 6177, make sure I understand it.,Goal
story 6189, keep up to date on news.,Goal
story 6194, I know which quizzes I need to take or possibly re-take.,Goal
story 6178," watch without having to touch my keyboard, mouse or screen.",Goal
story 6164, take all (video?) courses .,Goal
story 6192, get feedback on how well I learned material in the previous video(s).,Goal
story 6131, I have access to that historical information and don’t call someone instead.,Goal
story 6185, my progress,Goal
story 6184, people can see all the great stuff I’ve learned.,Goal
story 6193, get feedback on how well I learned material in the previous video(s).,Goal
story 6176, see which parts of a course I’ve completed.,Goal
story 6243, it's easy to compare estimates.,Goal
story 3610, it's easy to compare estimates.,Goal
story 6237, limit the time spent discussing the estimates when I think we’ve talked long enough.,Goal
story 3606, limit the time spent discussing the estimates when I think we?ve talked long enough.,Goal
story 6231, change my mind based on information I hear.,Goal
story 3603, change my mind based on information I hear.,Goal
story 6232, see how his or her opinion has changed so I can ask questions.,Goal
story 3604, see how his or her opinion has changed so I canAsk questions.,Goal
story 6230, be sure estimates are independent and not influenced by other estimates given in the same draw.,Goal
story 3602, be sure estimates are independent and not influenced by other estimates given in the same draw.,Goal
story 6244, change my mind.,Goal
story 3611, change my mind.,Goal
story 6247, the game is more personal because I see who I'm estimating with.,Goal
story 3612, the game is more personal because I see who I'm estimating with.,Goal
story 6238, it's ready for use on the next round.,Goal
story 3607, it's ready for use on the next round.,Goal
story 6226, I know who has already given an estimate and who we’re still waiting for.,Goal
story 3598, I know who has already given an estimate and who we?re still waiting for.,Goal
story 6196, see if I got the question right or wrong.,Goal
story 6241, use this information when I estimate the item of the current round.,Goal
story 3608, use this information when I estimate the item of the current round.,Goal
story 6236, I know this when we’re discussing the estimates.,Goal
story 3605, I know this when we?re discussing the estimates.,Goal
story 5421," promote my work, or that of my organization.",Goal
story 5422," promote my work, or that of my organization.",Goal
story 5419," promote my work, or that of my organization.",Goal
story 5420," promote my work, or that of my organization.",Goal
story 5369, control how my work is presented.,Goal
story 5370, control how my work is presented.,Goal
story 5367, control how my work is presented.,Goal
story 5368, control how my work is presented.,Goal
story 2569, fulfill a request.,Goal
story 3159, my certification status can be activated.,Goal
story 6110, my certification status can be activated.,Goal
story 6111, my certification status can be activated.,Goal
story 6114, my certification status can be activated.,Goal
story 6115, my certification status can be activated.,Goal
story 6112, my certification status can be activated.,Goal
story 6113, my certification status can be activated.,Goal
story 6109, my certification status can be activated.,Goal
story 6090," employers or others can verify my certification. (For example, I take a certification class but never register or let my membership lapse.)",Goal
story 6395, Highlight that something is wrong or highlight something important,Goal
story 6390,,Goal
story 6385,,Goal
story 3302, begin recruiting participants.,Goal
story 3272, understand what educators and science influencers need from a future nsf.gov website.,Goal
story 3325, better prepare them and the team for future research work.,Goal
story 3231, be prepared to test our first prototype.,Goal
story 3203, make sure we're capturing the priority areas.,Goal
story 3188, begin testing with internal users.,Goal
story 3197, finalize the second task script.,Goal
story 3258, plan on a new release to the next listserv on the priority list.,Goal
story 3296, they can observe the interviews and make recommendations accordingly.,Goal
story 3275, see if we can recruit users in real time from the website.,Goal
story 3182, I make sure the in-person interviews are effective and capturing the right information.,Goal
story 6729, I can go on journeys with them later.,Goal
story 6709, I can capture my night out.,Goal
story 6752, I have control over joining a squad.,Goal
story 6726, I have control over the moments that my friends will be able to see.,Goal
story 6746, They can be a part of my journey.,Goal
story 6715, I can review these moments later or share them with friends .,Goal
story 6704, I can change them if necessary.,Goal
story 6718, I can group together chains of experiences and share them.,Goal
story 6749, I can be a part of a combined journey.,Goal
story 6766, They will be able to help.,Goal
story 6733, I have control over who my friends are and who views my media.,Goal
story 6723, I can review the moments from them.,Goal
story 6737, My friends can see what I’ve done.,Goal
story 6769, I can get back home safely.,Goal
story 6740, I can view their current journey and their top memories.,Goal
story 6701, I can use SHOTS and have my information be secure.,Goal
story 6161, I know what I’m getting. .,Goal
story 4272, we can collaborate effectively.,Goal
story 5035, decide whether a file is too large to download.,Goal
story 2241,not click it multiple times for the same submission.,Goal
story 6571, we have mutual access to each other's sunflower count.,Goal
story 6291,,Goal
story 6355, So that others see that it exists (perhaps see preview in page),Goal
story 6370, Ditto,Goal
story 6598, I can interact with the website during a study session in AllowList mode.,Goal
story 6601, I cannot interact with the website during a study session in BlockList mode.,Goal
story 2595, view them later.,Goal
story 6842, update my own meal.,Goal
story 6830, use for later.,Goal
story 6824, print it later and shop.,Goal
story 6949, only records matching that filter are displayed.,Goal
story 6952, I only see records matching that criteria.,Goal
story 6486, plan events in specific cities.,Goal
story 6518, plan out my trip.,Goal
story 2580, I know about recycling centers near me before creating an account.,Goal
story 2736, know for sure my waste is not going to leave a negative ecological footprint.,Goal
story 2637, go back when needed.,Goal
story 6312, users can limit their search by datasets with specific formats and tags.,Goal
story 6538, understand the varying units in different countries.,Goal
story 6483, plan a future trip.,Goal
story 2622, create my own profile.,Goal
story 6489, remove not needed trips.,Goal
story 6535, free up the time for other things.,Goal
story 6497, I do not need internet access to use its features.,Goal
story 6492, make updates to the name or travel dates.,Goal
story 6530," make updates to the name, location and time of all my events.",Goal
story 6610, distracting websites will no longer be blocked.,Goal
story 2583, determine which ones I should consider.,Goal
story 6361, use a graph representing the data for my work quickly,Goal
story 2586, arrange drop-offs on my off days or during after-work hours.,Goal
story 2598, receive notifications for new eventsAs they are posted.,Goal
story 6503, view helpful resources specific to that city.,Goal
story 6500, view the trip details.,Goal
story 6613, I can take a study break.,Goal
story 2668, I have a reason to use the website.,Goal
story 6616, I can continue my study session.,Goal
story 6521, find a point of interest that I have in mind already.,Goal
story 6512," see its location, time, and date.",Goal
story 6509, narrow my search for places I want to go.,Goal
story 2592, find an optimal route and schedule.,Goal
story 2922, my data is more easily discoverable.,Goal
story 6772, log in using the registered account later.,Goal
story 6607, I have distracting websites blocked while I am studying and earn sunflowers.,Goal
story 6604, decide how long I want to study for the session.,Goal
story 6547, communicate more effectively.,Goal
story 6506, I do not have to waste storage space.,Goal
story 6254, use any language I like.,Goal
story 3634, use any language I like.,Goal
story 6527, organize my trip.,Goal
story 6524, see exactly where it is in the city.,Goal
story 6515, see all of the points of interest that I have added to my planner.,Goal
story 6550, compare the times.,Goal
story 6541, dress accordingly.,Goal
story 6343, So I know about others active on the site,Goal
story 6294, look through a list of datasets,Goal
story 2610, more conveniently use the website.,Goal
story 6367, Customize the visualization to my interests to make it more relevant & hence valuable to me,Goal
story 2577, it takes me to a new tab with Google Maps.,Goal
story 2695, give feedback orAsk for help.,Goal
story 2471, log on to the Customer Portal and perform transactions that first require user authentication.,Goal
story 2474, log on to the Customer Portal and perform transactions that first require user authentication.,Goal
story 2473, log on to the Customer Portal and perform transactions that first require user authentication.,Goal
story 2475, log on to the Customer Portal and perform transactions that first require user authentication.,Goal
story 2477, log on to the client Portal and perform transactions that first require user authentication.,Goal
story 2480, log on to the Customer Portal and perform transactions that first require client authentication.,Goal
story 2479, log on to the Customer Portal and perform transactions that first require customer authentication.,Goal
story 2481, log on to the Customer Portal and perform transactions that first require end user authentication.,Goal
story 2478, log on to the end user Portal and perform transactions that first require user authentication.,Goal
story 2476, log on to the user Portal and perform transactions that first require user authentication.,Goal
story 2472, log on to the Customer Portal and perform transactions that first require user authentication.,Goal
story 6945, better understand the data.,Goal
story 2470, log on to the Customer Portal and perform transactions that first require user authentication.,Goal
story 6852, I do not need to worry about it myself.,Goal
story 6447, find location - specific data,Goal
story 6300, use it,Goal
story 6315, I still have a way to engage with the site even if I’m not looking for a specific dataset,Goal
story 6318, I still have a way to engage with the site even if I’m not looking for a specific dataset,Goal
story 6380, It is a correct,Goal
story 6814, update my previous saved meal.,Goal
story 6806, change to a different meal.,Goal
story 4021, all steps required to reconfigure a dataset must be doneAs a single atomic action.,Goal
story 6428, The quality of the data can be determined and remedied.,Goal
story 6340, I know what my others are doing and can decide who to pay attention to,Goal
story 6861, go shop for the foods I need for the up coming week.,Goal
story 2589, more conveniently use the website.,Goal
story 2640, I have a pleasant experience when navigating through them.,Goal
story 6303," in additiona to basic information suchAs download link, additional information will be displayed suchAs file type, size, last updated etc.",Goal
story 6896, I can access it on my mobile device.,Goal
story 6456, the site is responsive and enjoyable to use,Goal
story 4240, edit and calculate costs collaboratively with others while working on the proposal.,Goal
story 6885, I can share this web app link on my twitter.,Goal
story 6882, I could like this web app.,Goal
story 2671, I will not suffer from identity theft or telephone harassment.,Goal
story 3641, trust the system and its developers.,Goal
story 6276, trust the system and its developers.,Goal
story 6358, get a good idea what the dataset contains and if it’s what I’m looking for without downloading it first,Goal
story 4257, other researchers in the centre can see what I am up to.,Goal
story 3627, I don't get bored.,Goal
story 6269, I don't get bored.,Goal
story 6321, intuitively limit my search to the relevant topic I’m interested in,Goal
story 2692, get a temporary password in case I forget my own one.,Goal
story 6559, I can access the application’s features.,Goal
story 6556, I can access the application’s features.,Goal
story 6562, my account and personal information is secure.,Goal
story 2657, have a sense of what people are doing on our sites and know the service status.,Goal
story 2814, improve the map-based visualisations of my data.,Goal
story 2815, improve the map-based visualisations of my data.,Goal
story 2812, improve the map-based visualisations of my data.,Goal
story 2813, improve the map-based visualisations of my data.,Goal
story 2754, correct or enhance existing data.,Goal
story 2788, fix bugs or make enhancements in the API built for my data.,Goal
story 2762, fix bugs or make enhancements in the API built for my data.,Goal
story 2943, add data to the datastore in bulk from the command line or my own programs.,Goal
story 2944, add data to the datastore in bulk from the command line or my own programs.,Goal
story 2942, add data to the datastore in bulk from the command line or my own programs.,Goal
story 2920, OpenSpending always shows current data.,Goal
story 2921, OpenSpending always shows current data.,Goal
story 4647, it is legal to reuse the data.,Goal
story 4538, curate and preserve the data.,Goal
story 4579, the data can be re-used and managed.,Goal
story 4513, ensure the descriptions are current and add detailAs the study proceeds.,Goal
story 4504, develop more detailed usage and support scenarios with researchers.,Goal
story 4626, check whether the data can be kept secure.,Goal
story 4547, plan the data management.,Goal
story 4541, check whether the necessary expertise for maintaining intellectual reusability is available.,Goal
story 4521, decide to which collection or repository the data fits.,Goal
story 4591, ensure that these dependencies are maintained.,Goal
story 4604, determine whether and how the data has to be stored.,Goal
story 4658, proceed with the required next steps.,Goal
story 4601, I know what technology or background information might be necessary to use the data.,Goal
story 4598, it can be checked whether all necessary information is available for researchers interested in re-using the data.,Goal
story 4533, determine what basic support services and functionalities are required.,Goal
story 4582, ensure that the necessary technical resources and technical know-how is available.,Goal
story 4609, I know what technology or background information might be necessary to (re-)use the data.,Goal
story 4650, we protect the privacy of the people participating in the researchAs goodAs possible and still ensure reusability of data.,Goal
story 5488, report/dataset is processed and displayed properly.,Goal
story 5494, report/dataset is processed and displayed properly.,Goal
story 5489, report/dataset is processed and displayed properly.,Goal
story 5495, report/dataset is processed and displayed properly.,Goal
story 5492, report/dataset is processed and displayed properly.,Goal
story 5498, report/dataset is processed and displayed properly.,Goal
story 4632, see if we could share data supervisor posts.,Goal
story 4639, see if we could share data chief posts.,Goal
story 4637, see if we could share data director posts.,Goal
story 4638, see if we could share data supervisor posts.,Goal
story 4636, see if we could share data chief posts.,Goal
story 4634, see if we could share data director posts.,Goal
story 4635, see if we could share data supervisor posts.,Goal
story 5259, it is available to employee and researchers.,Goal
story 3820, it's easier to view all of the works by that person together.,Goal
story 3726, an item may administratively belong to one collection but could appear in other collections.,Goal
story 5990, the Scrum Alliance doesn’t charge itself for Scrum Gatherings that it puts on.,Goal
story 5974, correct problems for members.,Goal
story 5968, only applicants who qualify can become CSPs or CSTs.,Goal
story 6088, I can identify any outliers or possible problems.,Goal
story 6117, fees can be set without involving a programmer.,Goal
